dataset,model,series_id,fg_code,fg_category,forecast_p50,safety_stock,reorder_point,target_max,on_hand_inventory,suggested_order_qty
C,XGBOOST,14__FG023,FG023,Shampoo,43102.17621527778,6719.0,29707.0,72809.0,136092.0,0.0
C,XGBOOST,14__FG025,FG025,Shampoo,26947.461588541668,9133.0,37877.0,64824.0,63422.0,1402.0
C,XGBOOST,14__FG026,FG026,Shampoo,42593.47482638889,21432.0,65445.0,108038.0,112836.0,0.0
C,XGBOOST,14__FG028,FG028,Shampoo,41166.1953125,20718.0,70117.0,111283.0,97241.0,14042.0
C,XGBOOST,14__FG029,FG029,Shampoo,20709.890190972223,5068.0,23707.0,44417.0,45768.0,0.0
C,XGBOOST,14__FG032,FG032,Shampoo,16531.222330729168,3619.0,12987.0,29518.0,38641.0,0.0
C,XGBOOST,14__FG033,FG033,Shampoo,51744.544270833336,7508.0,29931.0,81676.0,81503.0,173.0
C,XGBOOST,14__FG036,FG036,Liquid Wash,47619.73046875,4860.0,25495.0,73115.0,130951.0,0.0
C,XGBOOST,14__FG037,FG037,Liquid Wash,19838.178385416668,11279.0,31778.0,51616.0,42675.0,8941.0
C,XGBOOST,14__FG041,FG041,Liquid Wash,14961.064887152776,4915.0,12396.0,27357.0,27941.0,0.0
C,XGBOOST,14__FG043,FG043,Liquid Wash,44493.96875,3963.0,54389.0,98883.0,104066.0,0.0
C,XGBOOST,14__FG044,FG044,Diaper,48797.3828125,3650.0,36182.0,84979.0,63167.0,21812.0
C,XGBOOST,14__FG045,FG045,Diaper,81843.5546875,17086.0,47095.0,128939.0,123559.0,5380.0
C,XGBOOST,14__FG046,FG046,Diaper,73761.80381944444,9038.0,95093.0,168855.0,187272.0,0.0
C,XGBOOST,14__FG048,FG048,Diaper,38947.84157986111,15490.0,59631.0,98579.0,65604.0,32975.0
C,XGBOOST,14__FG049,FG049,Diaper,77004.89583333333,28829.0,95567.0,172572.0,95268.0,77304.0
C,XGBOOST,14__FG050,FG050,Diaper,27043.43337673611,13744.0,43492.0,70535.0,35550.0,34985.0
C,XGBOOST,14__FG051,FG051,Diaper,19904.522135416668,3860.0,21774.0,41679.0,40373.0,1306.0
C,XGBOOST,14__FG052,FG052,Diaper,71391.69010416667,13714.0,56549.0,127941.0,99711.0,28230.0
C,XGBOOST,14__FG054,FG054,Diaper,75848.26822916667,28405.0,94140.0,169988.0,123262.0,46726.0
C,XGBOOST,14__FG055,FG055,Diaper,18715.707682291668,3245.0,16970.0,35686.0,40122.0,0.0
C,XGBOOST,14__FG058,FG058,Sanitary,47536.391927083336,5533.0,29301.0,76837.0,88430.0,0.0
C,XGBOOST,14__FG059,FG059,Sanitary,15922.699110243057,2518.0,18441.0,34364.0,45710.0,0.0
C,XGBOOST,14__FG061,FG061,Sanitary,20309.124348958332,11275.0,33615.0,53924.0,48494.0,5430.0
C,XGBOOST,14__FG062,FG062,Sanitary,20760.638671875,1095.0,19780.0,40541.0,25680.0,14861.0
C,XGBOOST,14__FG064,FG064,Lotion/Cream,25192.28884548611,3785.0,39054.0,64246.0,59875.0,4371.0
C,XGBOOST,14__FG066,FG066,Lotion/Cream,11219.0517578125,1915.0,9394.0,20613.0,21917.0,0.0
C,XGBOOST,14__FG068,FG068,Lotion/Cream,21802.332899305555,2461.0,11182.0,32984.0,56563.0,0.0
C,XGBOOST,14__FG069,FG069,Lotion/Cream,34604.016927083336,6040.0,16421.0,51025.0,76032.0,0.0
C,XGBOOST,14__FG071,FG071,Lotion/Cream,24573.223741319445,7545.0,36214.0,60787.0,60387.0,400.0
C,XGBOOST,14__FG072,FG072,Lotion/Cream,8145.790364583333,1235.0,5036.0,13182.0,11060.0,2122.0
C,XGBOOST,14__FG073,FG073,Lotion/Cream,28588.437934027777,21192.0,41204.0,69792.0,68238.0,1554.0
C,XGBOOST,14__FG074,FG074,Lotion/Cream,8032.2705078125,1964.0,5177.0,13209.0,15830.0,0.0
C,XGBOOST,14__FG075,FG075,Lotion/Cream,8418.398057725695,2565.0,10703.0,19121.0,12615.0,6506.0
C,XGBOOST,14__FG078,FG078,Talc,8431.880750868055,2111.0,7451.0,15883.0,24471.0,0.0
C,XGBOOST,14__FG079,FG079,Talc,18403.422526041668,870.0,14366.0,32769.0,47328.0,0.0
C,XGBOOST,14__FG081,FG081,Talc,6515.286892361111,3673.0,11926.0,18441.0,13468.0,4973.0
C,XGBOOST,14__FG083,FG083,Home Care,35785.100260416664,8161.0,26054.0,61839.0,97497.0,0.0
C,XGBOOST,14__FG084,FG084,Home Care,29760.749348958332,1884.0,34621.0,64382.0,46006.0,18376.0
C,XGBOOST,14__FG085,FG085,Home Care,9211.02370876736,2447.0,10737.0,19948.0,11657.0,8291.0
C,XGBOOST,14__FG086,FG086,Home Care,17643.814778645832,4248.0,22480.0,40124.0,51961.0,0.0
C,XGBOOST,14__FG088,FG088,Home Care,28798.40798611111,4324.0,21603.0,50401.0,65752.0,0.0
C,XGBOOST,14__FG090,FG090,Home Care,13715.3203125,7132.0,22676.0,36391.0,37445.0,0.0
C,XGBOOST,14__FG092,FG092,Baby Care,19917.51193576389,2339.0,24912.0,44830.0,41924.0,2906.0
C,XGBOOST,14__FG094,FG094,Baby Care,9500.326497395834,3171.0,9505.0,19005.0,23026.0,0.0
C,XGBOOST,14__FG095,FG095,Baby Care,21517.830512152777,7832.0,35088.0,56606.0,39236.0,17370.0
C,XGBOOST,14__FG096,FG096,Baby Care,6893.66259765625,1595.0,5042.0,11936.0,14573.0,0.0
C,XGBOOST,14__FG097,FG097,Baby Care,8926.210069444445,1586.0,6347.0,15273.0,22550.0,0.0
C,XGBOOST,14__FG098,FG098,Baby Care,9714.357964409724,4286.0,12705.0,22419.0,20292.0,2127.0
C,XGBOOST,14__FG099,FG099,Combo,7552.411729600694,2966.0,9008.0,16560.0,20086.0,0.0
C,XGBOOST,14__FG100,FG100,Combo,6178.466688368056,444.0,2915.0,9093.0,8561.0,532.0
C,XGBOOST,14__FG101,FG101,Combo,6832.077528211806,1664.0,9179.0,16011.0,16478.0,0.0
C,XGBOOST,14__FG102,FG102,Combo,6982.385796440973,477.0,4434.0,11416.0,21275.0,0.0
C,XGBOOST,15__FG001,FG001,Soap,27358.962022569445,2154.0,14010.0,41369.0,73261.0,0.0
C,XGBOOST,15__FG002,FG002,Soap,63551.946180555555,10345.0,71779.0,135331.0,97268.0,38063.0
C,XGBOOST,15__FG003,FG003,Soap,89259.08333333333,9122.0,92430.0,181689.0,219682.0,0.0
C,XGBOOST,15__FG004,FG004,Soap,54223.448350694445,6500.0,48071.0,102294.0,140764.0,0.0
C,XGBOOST,15__FG006,FG006,Soap,72639.78776041667,7623.0,94791.0,167431.0,104029.0,63402.0
C,XGBOOST,15__FG009,FG009,Soap,38385.49652777778,2895.0,23367.0,61752.0,48789.0,12963.0
C,XGBOOST,15__FG010,FG010,Soap,90578.50694444444,6711.0,58039.0,148618.0,203908.0,0.0
C,XGBOOST,15__FG011,FG011,Soap,73844.63975694444,5854.0,69853.0,143698.0,131110.0,12588.0
C,XGBOOST,15__FG016,FG016,Shampoo,25315.624131944445,3762.0,30765.0,56081.0,42581.0,13500.0
C,XGBOOST,15__FG019,FG019,Shampoo,62814.8984375,10183.0,83467.0,146282.0,151274.0,0.0
C,XGBOOST,15__FG021,FG021,Shampoo,42760.389756944445,26294.0,59077.0,101837.0,50640.0,51197.0
C,XGBOOST,15__FG023,FG023,Shampoo,40376.901475694445,3486.0,26366.0,66743.0,135067.0,0.0
C,XGBOOST,15__FG025,FG025,Shampoo,24098.551649305555,4116.0,29821.0,53920.0,63766.0,0.0
C,XGBOOST,15__FG026,FG026,Shampoo,39281.000868055555,13579.0,56788.0,96069.0,99733.0,0.0
C,XGBOOST,15__FG029,FG029,Shampoo,19466.990668402777,1265.0,18785.0,38252.0,46107.0,0.0
C,XGBOOST,15__FG030,FG030,Shampoo,45891.997395833336,4513.0,38167.0,84059.0,115059.0,0.0
C,XGBOOST,15__FG031,FG031,Shampoo,65347.196180555555,3800.0,45187.0,110534.0,138880.0,0.0
C,XGBOOST,15__FG033,FG033,Shampoo,51700.38845486111,5777.0,29904.0,81604.0,85275.0,0.0
C,XGBOOST,15__FG034,FG034,Liquid Wash,50829.86154513889,6501.0,50554.0,101384.0,167910.0,0.0
C,XGBOOST,15__FG036,FG036,Liquid Wash,46138.942708333336,6038.0,27570.0,73709.0,127670.0,0.0
C,XGBOOST,15__FG038,FG038,Liquid Wash,36360.4921875,6248.0,51093.0,87453.0,68271.0,19182.0
C,XGBOOST,15__FG043,FG043,Liquid Wash,44785.428385416664,3907.0,54664.0,99449.0,99217.0,232.0
C,XGBOOST,15__FG045,FG045,Diaper,68124.35329861111,9394.0,34373.0,102497.0,112723.0,0.0
C,XGBOOST,15__FG046,FG046,Diaper,62037.94487847222,8302.0,82748.0,144786.0,178998.0,0.0
C,XGBOOST,15__FG047,FG047,Diaper,19713.74392361111,3016.0,17473.0,37187.0,55438.0,0.0
C,XGBOOST,15__FG048,FG048,Diaper,35883.209852430555,7874.0,48542.0,84425.0,66164.0,18261.0
C,XGBOOST,15__FG049,FG049,Diaper,70062.18793402778,11265.0,76656.0,146718.0,100586.0,46132.0
C,XGBOOST,15__FG050,FG050,Diaper,25056.014539930555,5499.0,31390.0,56446.0,36974.0,19472.0
C,XGBOOST,15__FG052,FG052,Diaper,64786.28168402778,7570.0,50761.0,115547.0,102486.0,13061.0
C,XGBOOST,15__FG053,FG053,Diaper,48730.95659722222,7682.0,41794.0,90525.0,166310.0,0.0
C,XGBOOST,15__FG054,FG054,Diaper,65126.31597222222,5673.0,57774.0,122900.0,114464.0,8436.0
C,XGBOOST,15__FG056,FG056,Sanitary,34036.04275173611,1778.0,16527.0,50563.0,83715.0,0.0
C,XGBOOST,15__FG057,FG057,Sanitary,37503.875,1873.0,33126.0,70630.0,84746.0,0.0
C,XGBOOST,15__FG060,FG060,Sanitary,41466.79253472222,5338.0,53716.0,95183.0,89657.0,5526.0
C,XGBOOST,15__FG061,FG061,Sanitary,20967.177734375,4575.0,28338.0,49305.0,47470.0,1835.0
C,XGBOOST,15__FG066,FG066,Lotion/Cream,10985.660373263889,2082.0,10504.0,21490.0,21808.0,0.0
C,XGBOOST,15__FG069,FG069,Lotion/Cream,32737.805121527777,2389.0,16575.0,49313.0,72461.0,0.0
C,XGBOOST,15__FG071,FG071,Lotion/Cream,22937.70724826389,5382.0,30613.0,53551.0,56807.0,0.0
C,XGBOOST,15__FG072,FG072,Lotion/Cream,8116.103190104167,1620.0,5408.0,13524.0,10295.0,3229.0
C,XGBOOST,15__FG074,FG074,Lotion/Cream,7328.432345920139,2009.0,4696.0,12024.0,14723.0,0.0
C,XGBOOST,15__FG077,FG077,Talc,20717.664930555555,1195.0,17079.0,37797.0,44130.0,0.0
C,XGBOOST,15__FG078,FG078,Talc,8721.636610243055,1082.0,6606.0,15328.0,23912.0,0.0
C,XGBOOST,15__FG080,FG080,Talc,25958.674262152777,4841.0,27339.0,53298.0,68466.0,0.0
C,XGBOOST,15__FG081,FG081,Talc,6531.870985243056,2405.0,10243.0,16775.0,13318.0,3457.0
C,XGBOOST,15__FG083,FG083,Home Care,32137.181640625,4932.0,19929.0,52066.0,95367.0,0.0
C,XGBOOST,15__FG085,FG085,Home Care,8500.957085503473,2258.0,9625.0,18126.0,11019.0,7107.0
C,XGBOOST,15__FG088,FG088,Home Care,27785.37131076389,1997.0,16816.0,44601.0,62935.0,0.0
C,XGBOOST,15__FG089,FG089,Home Care,19818.94943576389,3252.0,25053.0,44872.0,45898.0,0.0
C,XGBOOST,15__FG090,FG090,Home Care,12825.9912109375,4397.0,18506.0,31332.0,31992.0,0.0
C,XGBOOST,15__FG092,FG092,Baby Care,19725.737413194445,1968.0,26296.0,46022.0,37780.0,8242.0
C,XGBOOST,15__FG095,FG095,Baby Care,21626.258463541668,2723.0,30837.0,52463.0,42077.0,10386.0
C,XGBOOST,15__FG097,FG097,Baby Care,9105.483506944443,1448.0,6304.0,15409.0,21385.0,0.0
C,XGBOOST,15__FG100,FG100,Combo,6123.323459201389,747.0,3809.0,9932.0,7902.0,2030.0
C,XGBOOST,19__FG001,FG001,Soap,28401.625,2770.0,16971.0,45373.0,65293.0,0.0
C,XGBOOST,19__FG002,FG002,Soap,65719.81163194444,13676.0,81586.0,147306.0,100178.0,47128.0
C,XGBOOST,19__FG003,FG003,Soap,88016.41059027778,21544.0,106627.0,194643.0,237855.0,0.0
C,XGBOOST,19__FG004,FG004,Soap,53969.41015625,7445.0,45224.0,99193.0,121584.0,0.0
C,XGBOOST,19__FG005,FG005,Soap,38992.723524305555,7174.0,38368.0,77361.0,101748.0,0.0
C,XGBOOST,19__FG006,FG006,Soap,73912.06597222222,23375.0,107142.0,181054.0,114485.0,66569.0
C,XGBOOST,19__FG008,FG008,Soap,44429.373697916664,12855.0,60246.0,104675.0,81707.0,22968.0
C,XGBOOST,19__FG012,FG012,Soap,32836.79644097222,8470.0,47874.0,80711.0,92273.0,0.0
C,XGBOOST,19__FG014,FG014,Soap,65495.81684027778,12936.0,71882.0,137378.0,126114.0,11264.0
C,XGBOOST,19__FG015,FG015,Soap,76279.05208333333,23602.0,104966.0,181245.0,197393.0,0.0
C,XGBOOST,19__FG018,FG018,Shampoo,33101.18793402778,9059.0,26713.0,59814.0,63647.0,0.0
C,XGBOOST,19__FG020,FG020,Shampoo,50218.213541666664,15232.0,57081.0,107299.0,113612.0,0.0
C,XGBOOST,19__FG021,FG021,Shampoo,45248.212239583336,7662.0,40844.0,86092.0,54361.0,31731.0
C,XGBOOST,19__FG024,FG024,Shampoo,42148.577256944445,6966.0,54734.0,96883.0,128622.0,0.0
C,XGBOOST,19__FG026,FG026,Shampoo,42268.34201388889,15204.0,60290.0,102558.0,113450.0,0.0
C,XGBOOST,19__FG029,FG029,Shampoo,20709.229166666668,5707.0,22274.0,42983.0,39177.0,3806.0
C,XGBOOST,19__FG032,FG032,Shampoo,15257.076280381943,1684.0,9313.0,24570.0,41252.0,0.0
C,XGBOOST,19__FG034,FG034,Liquid Wash,48224.27126736111,10451.0,57068.0,105292.0,147926.0,0.0
C,XGBOOST,19__FG035,FG035,Liquid Wash,38310.18207465278,5862.0,46726.0,85036.0,76342.0,8694.0
C,XGBOOST,19__FG036,FG036,Liquid Wash,44946.641493055555,5666.0,26641.0,71588.0,138075.0,0.0
C,XGBOOST,19__FG039,FG039,Liquid Wash,13846.879448784724,4545.0,11468.0,25315.0,37488.0,0.0
C,XGBOOST,19__FG049,FG049,Diaper,77671.99305555556,14039.0,86533.0,164205.0,102505.0,61700.0
C,XGBOOST,19__FG053,FG053,Diaper,52817.125,19583.0,56555.0,109372.0,150854.0,0.0
C,XGBOOST,19__FG056,FG056,Sanitary,31738.361979166668,4012.0,14591.0,46329.0,82976.0,0.0
C,XGBOOST,19__FG057,FG057,Sanitary,31767.873046875,7077.0,34609.0,66377.0,83966.0,0.0
C,XGBOOST,19__FG058,FG058,Sanitary,45688.977864583336,5844.0,28688.0,74377.0,81989.0,0.0
C,XGBOOST,19__FG059,FG059,Sanitary,15675.486436631943,1487.0,14027.0,29702.0,48412.0,0.0
C,XGBOOST,19__FG063,FG063,Sanitary,41751.16753472222,3417.0,36818.0,78569.0,67531.0,11038.0
C,XGBOOST,19__FG064,FG064,Lotion/Cream,24355.03689236111,7730.0,38580.0,62935.0,57094.0,5841.0
C,XGBOOST,19__FG065,FG065,Lotion/Cream,28485.47048611111,7884.0,26874.0,55359.0,74153.0,0.0
C,XGBOOST,19__FG067,FG067,Lotion/Cream,26939.831380208332,7416.0,38846.0,65786.0,62628.0,3158.0
C,XGBOOST,19__FG068,FG068,Lotion/Cream,20157.318359375,2256.0,13678.0,33835.0,58542.0,0.0
C,XGBOOST,19__FG069,FG069,Lotion/Cream,32110.197916666668,4476.0,15179.0,47289.0,81436.0,0.0
C,XGBOOST,19__FG070,FG070,Lotion/Cream,25618.303168402777,4735.0,26084.0,51702.0,38364.0,13338.0
C,XGBOOST,19__FG071,FG071,Lotion/Cream,23027.494574652777,9549.0,37182.0,60209.0,60035.0,174.0
C,XGBOOST,19__FG072,FG072,Lotion/Cream,8008.739908854167,1460.0,5464.0,13473.0,9316.0,4157.0
C,XGBOOST,19__FG074,FG074,Lotion/Cream,7144.277018229167,1902.0,5474.0,12618.0,17354.0,0.0
C,XGBOOST,19__FG076,FG076,Talc,5759.809407552083,1723.0,6331.0,12091.0,7928.0,4163.0
C,XGBOOST,19__FG078,FG078,Talc,8812.626410590277,1522.0,5928.0,14741.0,20133.0,0.0
C,XGBOOST,19__FG083,FG083,Home Care,33856.510850694445,4640.0,19311.0,53168.0,99308.0,0.0
C,XGBOOST,19__FG084,FG084,Home Care,28212.51736111111,4776.0,35810.0,64023.0,45979.0,18044.0
C,XGBOOST,19__FG085,FG085,Home Care,8904.8623046875,1722.0,10627.0,19532.0,11754.0,7778.0
C,XGBOOST,19__FG086,FG086,Home Care,18365.0859375,1721.0,21923.0,40288.0,45971.0,0.0
C,XGBOOST,19__FG087,FG087,Home Care,41828.059895833336,3727.0,19064.0,60892.0,97062.0,0.0
C,XGBOOST,19__FG088,FG088,Home Care,30847.960069444445,4491.0,23000.0,53848.0,60923.0,0.0
C,XGBOOST,19__FG089,FG089,Home Care,21244.43532986111,5262.0,25798.0,47042.0,51346.0,0.0
C,XGBOOST,19__FG091,FG091,Home Care,31298.965494791668,8922.0,29788.0,61087.0,67435.0,0.0
C,XGBOOST,19__FG092,FG092,Baby Care,20417.537760416668,2830.0,26650.0,47068.0,39797.0,7271.0
C,XGBOOST,19__FG094,FG094,Baby Care,10001.856553819443,1401.0,8402.0,18404.0,23769.0,0.0
C,XGBOOST,19__FG103,FG103,Combo,5098.166748046875,3093.0,8361.0,13459.0,9076.0,4383.0
C,XGBOOST,25__FG001,FG001,Soap,21876.789713541668,2556.0,13494.0,35371.0,65440.0,0.0
C,XGBOOST,25__FG002,FG002,Soap,46672.54861111111,8604.0,55277.0,101950.0,85448.0,16502.0
C,XGBOOST,25__FG004,FG004,Soap,42876.85894097222,5790.0,40091.0,82968.0,117216.0,0.0
C,XGBOOST,25__FG006,FG006,Soap,55030.190538194445,8805.0,80344.0,135374.0,103825.0,31549.0
C,XGBOOST,25__FG008,FG008,Soap,33407.643880208336,4429.0,41177.0,74585.0,69460.0,5125.0
C,XGBOOST,25__FG009,FG009,Soap,28117.12868923611,3207.0,21015.0,49132.0,48289.0,843.0
C,XGBOOST,25__FG010,FG010,Soap,67778.7265625,4877.0,31988.0,99767.0,180161.0,0.0
C,XGBOOST,25__FG011,FG011,Soap,59484.55121527778,5787.0,51392.0,110877.0,119597.0,0.0
C,XGBOOST,25__FG013,FG013,Soap,69585.67795138889,20772.0,94997.0,164583.0,256776.0,0.0
C,XGBOOST,25__FG014,FG014,Soap,49662.84548611111,4816.0,51168.0,100831.0,123577.0,0.0
C,XGBOOST,25__FG015,FG015,Soap,63598.86328125,16791.0,76150.0,139749.0,162995.0,0.0
C,XGBOOST,25__FG016,FG016,Shampoo,21264.616536458332,4836.0,27518.0,48783.0,40677.0,8106.0
C,XGBOOST,25__FG021,FG021,Shampoo,35753.184895833336,6133.0,37119.0,72872.0,45164.0,27708.0
C,XGBOOST,25__FG023,FG023,Shampoo,32355.13671875,2776.0,21111.0,53466.0,109309.0,0.0
C,XGBOOST,25__FG024,FG024,Shampoo,31350.249131944445,6255.0,41785.0,73135.0,119783.0,0.0
C,XGBOOST,25__FG025,FG025,Shampoo,20245.260199652777,4843.0,25763.0,46008.0,59312.0,0.0
C,XGBOOST,25__FG029,FG029,Shampoo,16134.533962673611,1485.0,15468.0,31603.0,40514.0,0.0
C,XGBOOST,25__FG030,FG030,Shampoo,37405.921006944445,4010.0,35182.0,72588.0,101546.0,0.0
C,XGBOOST,25__FG031,FG031,Shampoo,57477.990885416664,8871.0,47190.0,104668.0,134311.0,0.0
C,XGBOOST,25__FG033,FG033,Shampoo,46852.38107638889,4169.0,26033.0,72885.0,79344.0,0.0
C,XGBOOST,25__FG034,FG034,Liquid Wash,34951.38259548611,5087.0,33048.0,67999.0,124605.0,0.0
C,XGBOOST,25__FG038,FG038,Liquid Wash,25059.296223958332,2836.0,30401.0,55460.0,59168.0,0.0
C,XGBOOST,25__FG039,FG039,Liquid Wash,11427.222547743057,5075.0,11931.0,23358.0,37081.0,0.0
C,XGBOOST,25__FG048,FG048,Diaper,27116.692925347223,5000.0,38444.0,65561.0,62486.0,3075.0
C,XGBOOST,25__FG049,FG049,Diaper,57485.006510416664,9776.0,63429.0,120914.0,104849.0,16065.0
C,XGBOOST,25__FG051,FG051,Diaper,15102.554578993057,1891.0,15987.0,31090.0,36692.0,0.0
C,XGBOOST,25__FG052,FG052,Diaper,51366.97829861111,4648.0,40605.0,91972.0,92393.0,0.0
C,XGBOOST,25__FG055,FG055,Diaper,12765.739800347224,1119.0,10481.0,23247.0,36072.0,0.0
C,XGBOOST,25__FG059,FG059,Sanitary,10561.562282986111,2153.0,12715.0,23277.0,43895.0,0.0
C,XGBOOST,25__FG063,FG063,Sanitary,30515.9609375,4181.0,30628.0,61144.0,53803.0,7341.0
C,XGBOOST,25__FG064,FG064,Lotion/Cream,18262.403645833332,5926.0,31493.0,49755.0,49086.0,669.0
C,XGBOOST,25__FG069,FG069,Lotion/Cream,25098.614149305555,3439.0,13478.0,38577.0,73367.0,0.0
C,XGBOOST,25__FG074,FG074,Lotion/Cream,6115.65966796875,1917.0,4567.0,10683.0,15332.0,0.0
C,XGBOOST,25__FG076,FG076,Talc,4991.734212239583,647.0,4807.0,9799.0,6880.0,2919.0
C,XGBOOST,25__FG077,FG077,Talc,15240.00390625,1101.0,13293.0,28533.0,38986.0,0.0
C,XGBOOST,25__FG078,FG078,Talc,6795.086859809027,486.0,4563.0,11358.0,19642.0,0.0
C,XGBOOST,25__FG079,FG079,Talc,13342.994140625,1437.0,13001.0,26344.0,38613.0,0.0
C,XGBOOST,25__FG083,FG083,Home Care,25455.168402777777,3770.0,12255.0,37710.0,80068.0,0.0
C,XGBOOST,25__FG084,FG084,Home Care,20600.42013888889,1251.0,25285.0,45885.0,39405.0,6480.0
C,XGBOOST,25__FG088,FG088,Home Care,21254.257378472223,4729.0,18899.0,40153.0,55025.0,0.0
C,XGBOOST,25__FG090,FG090,Home Care,9656.383734809027,3185.0,13807.0,23463.0,26963.0,0.0
C,XGBOOST,25__FG092,FG092,Baby Care,14904.605685763889,3071.0,19466.0,34371.0,33119.0,1252.0
C,XGBOOST,25__FG095,FG095,Baby Care,16526.124348958332,922.0,20202.0,36728.0,35493.0,1235.0
C,XGBOOST,25__FG097,FG097,Baby Care,7835.802571614583,518.0,4436.0,12272.0,22034.0,0.0
C,XGBOOST,25__FG098,FG098,Baby Care,8424.156846788195,1903.0,9766.0,18190.0,18452.0,0.0
C,XGBOOST,25__FG103,FG103,Combo,5033.667534722223,900.0,6101.0,11135.0,7396.0,3739.0
C,XGBOOST,26__FG001,FG001,Soap,21410.642144097223,2132.0,12837.0,34248.0,71762.0,0.0
C,XGBOOST,26__FG005,FG005,Soap,30713.405815972223,11717.0,35264.0,65977.0,90384.0,0.0
C,XGBOOST,26__FG006,FG006,Soap,46419.06640625,8277.0,62433.0,108852.0,111998.0,0.0
C,XGBOOST,26__FG007,FG007,Soap,30617.43923611111,2838.0,21208.0,51825.0,153634.0,0.0
C,XGBOOST,26__FG009,FG009,Soap,26347.49782986111,3992.0,21557.0,47904.0,45769.0,2135.0
C,XGBOOST,26__FG010,FG010,Soap,62296.598958333336,11539.0,36458.0,98755.0,196780.0,0.0
C,XGBOOST,26__FG011,FG011,Soap,52424.79644097222,6798.0,53980.0,106405.0,138515.0,0.0
C,XGBOOST,26__FG013,FG013,Soap,64732.891927083336,29551.0,100757.0,165490.0,246054.0,0.0
C,XGBOOST,26__FG015,FG015,Soap,53550.322916666664,19835.0,76955.0,130505.0,173455.0,0.0
C,XGBOOST,26__FG016,FG016,Shampoo,22232.202690972223,9248.0,34444.0,56676.0,45942.0,10734.0
C,XGBOOST,26__FG018,FG018,Shampoo,27884.70095486111,13169.0,26182.0,54067.0,64308.0,0.0
C,XGBOOST,26__FG019,FG019,Shampoo,49838.00824652778,11717.0,66539.0,116377.0,157037.0,0.0
C,XGBOOST,26__FG021,FG021,Shampoo,35022.186197916664,6909.0,33759.0,68781.0,49732.0,19049.0
C,XGBOOST,26__FG023,FG023,Shampoo,32457.919921875,6062.0,27701.0,60159.0,129520.0,0.0
C,XGBOOST,26__FG024,FG024,Shampoo,32380.616102430555,7891.0,43510.0,75891.0,123221.0,0.0
C,XGBOOST,26__FG026,FG026,Shampoo,33142.382161458336,13600.0,44533.0,77675.0,102946.0,0.0
C,XGBOOST,26__FG027,FG027,Shampoo,40504.321180555555,4608.0,35661.0,76165.0,130940.0,0.0
C,XGBOOST,26__FG029,FG029,Shampoo,15775.177625868057,4063.0,17209.0,32984.0,37477.0,0.0
C,XGBOOST,26__FG032,FG032,Shampoo,11120.082573784724,3015.0,8575.0,19695.0,35603.0,0.0
C,XGBOOST,26__FG033,FG033,Shampoo,43035.94357638889,2325.0,19539.0,62575.0,84273.0,0.0
C,XGBOOST,26__FG034,FG034,Liquid Wash,39822.39409722222,10506.0,49001.0,88823.0,144198.0,0.0
C,XGBOOST,26__FG037,FG037,Liquid Wash,15852.200737847224,3941.0,19793.0,35645.0,37276.0,0.0
C,XGBOOST,26__FG039,FG039,Liquid Wash,12215.456814236111,5276.0,11384.0,23599.0,37121.0,0.0
C,XGBOOST,26__FG040,FG040,Liquid Wash,18977.860243055555,4704.0,21151.0,40129.0,30754.0,9375.0
C,XGBOOST,26__FG042,FG042,Liquid Wash,21724.360894097223,8835.0,29835.0,51559.0,60873.0,0.0
C,XGBOOST,26__FG044,FG044,Diaper,40957.87847222222,3132.0,31803.0,72761.0,61180.0,11581.0
C,XGBOOST,26__FG045,FG045,Diaper,57054.07769097222,13854.0,34774.0,91828.0,105504.0,0.0
C,XGBOOST,26__FG048,FG048,Diaper,30412.822265625,7397.0,44906.0,75319.0,61353.0,13966.0
C,XGBOOST,26__FG050,FG050,Diaper,21615.329427083332,7161.0,30938.0,52553.0,32984.0,19569.0
C,XGBOOST,26__FG051,FG051,Diaper,16189.041883680557,1179.0,16289.0,32478.0,35500.0,0.0
C,XGBOOST,26__FG054,FG054,Diaper,58988.473958333336,11522.0,60679.0,119667.0,118483.0,1184.0
C,XGBOOST,26__FG056,FG056,Sanitary,24993.057291666668,2731.0,11895.0,36888.0,82716.0,0.0
C,XGBOOST,26__FG057,FG057,Sanitary,26860.164930555555,1909.0,21606.0,48466.0,72315.0,0.0
C,XGBOOST,26__FG061,FG061,Sanitary,15158.931098090276,2759.0,18423.0,33582.0,42344.0,0.0
C,XGBOOST,26__FG062,FG062,Sanitary,14154.296549479166,3055.0,15794.0,29948.0,23147.0,6801.0
C,XGBOOST,26__FG064,FG064,Lotion/Cream,20512.726996527777,4020.0,30687.0,51200.0,57582.0,0.0
C,XGBOOST,26__FG065,FG065,Lotion/Cream,25004.287977430555,4869.0,21539.0,46543.0,62570.0,0.0
C,XGBOOST,26__FG066,FG066,Lotion/Cream,9016.325629340276,2215.0,7925.0,16941.0,21943.0,0.0
C,XGBOOST,26__FG068,FG068,Lotion/Cream,14589.417643229166,4194.0,11975.0,26564.0,49742.0,0.0
C,XGBOOST,26__FG070,FG070,Lotion/Cream,20745.723741319445,7650.0,24247.0,44993.0,37947.0,7046.0
C,XGBOOST,26__FG074,FG074,Lotion/Cream,6215.75830078125,1743.0,4644.0,10860.0,15010.0,0.0
C,XGBOOST,26__FG075,FG075,Lotion/Cream,6653.731065538194,2215.0,8203.0,14857.0,12343.0,2514.0
